지정상품(국문),NICE분류,유사군코드,지정상품(영문)
정원 설계업,44,S174402,planning [design] of gardens
정원 디자인업,44,S174402,garden design services
수생식물원에 관한 자문서비스업,44,S174402,advisory services relating to water gardening
빌딩 인테리어용 화초전시 조경업,44,S174402,landscape gardening of floral displays for the interior of buildings
정원 자문업,44,S174402,gardening advice
잔디배치에 관한 자문서비스업,44,S174402,advisory services relating to the laying of turf
잔디설계에 관한 자문서비스업,44,S174402,advisory services relating to the design of turf
조류관리에 관한 자문서비스업,44,S174403,advisory services relating to the care of birds
개 마사지업,44,S174403,canine massage
애완동물 목욕업,44,S174403,pet bathing services
애완동물 손질업,44,S174403,pet grooming
애완동물 화장 상담업,44,S174403,pets cosmetic consultancy
애완동물 요양소업,44,S174403,rest homes for pets
동물손질업,44,S174403,animal grooming
애완동물 미용상담업,44,S174403,beauty consulting for pets
애완동물 미용실업,44,S174403,beauty salon for pets
동물브랜딩업,44,S174403,branding of animals
개손질서비스업,44,S174403,dog grooming services
말 마사지업,44,S174403,equine massage services
야생동물 관리업,44,S174403,wildlife management
동물을 위한 미용업,44,S174403,beauty care services for animals
동물을 위한 위생 및 미용업,44,S174403,hygienic and beauty care for animals
동물을 위한 위생관리업,44,S174403,hygienic care for animals
식별용 애완동물 문신업,44,S174403,tattooing of pets for identification purposes
동물손질업,44,S174403,animal grooming services
동물을 위한 미용업,44,S174403,beauty care for animals
애완동물 미용실업,44,S174403,pet beauty salon services
애완동물용 미용실서비스업,44,S174403,grooming salon services for pet animals
애완어류 관리서비스업,44,S174403,services for the care of pet fish
애완조류 관리서비스업,44,S174403,services for the care of pet birds
고양이 미용서비스업,44,S174403,animal beautician services for cats
동물 클리핑업,44,S174403,animal clipping
동물미용서비스업,44,S174403,animal beautician services
애견미용서비스업,44,S174403,animal beautician services for dogs
조류 관리업,44,S174403,care of birds
직업심리학 서비스업,44,S174499,occupational psychology services
안경사의 시력검사 서비스업,44,S174499,sight-testing [opticians'] services
심리학적 프로파일 준비업,44,S174499,preparing psychological profiles
행동수정에 관한 정보제공업,44,S174499,provision of information relating to behavioural modification
광학렌즈 맞춤업,44,S174499,fitting of optical lenses
심리학목적의 성격테스트업,44,S174499,personality testing for psychological purposes
심리검사업,44,S174499,psychological assessment services
심리상담업,44,S174499,psychological consultation
노인심리상담업,44,S174499,psychological counseling for the elderly
놀이를 이용한 심리상담업,44,S174499,psychological counseling using play
놀이를 이용한 심리검사업,44,S174499,psychological tests using play
심리 분석업,44,S174499,psychological analysis
심리학자의 서비스업,44,S174499,services of a psychologist
심리학에 관한 정보제공업,44,S174499,provision of information relating to psychology
심리검사서비스업,44,S174499,psychological testing services
시력검사서비스업,44,S174499,vision screening services
콘택트렌즈에 관한 정보제공업,44,S174499,information services relating to contact lenses
안경 맞춤업,44,S174499,eyeglass fitting
심리상담업,44,S174499,psychological counseling
심리검사업,44,S174499,psychological examination
장애인을 위한 보조동물 제공업,44,S174499,providing service animals to persons with disabilities
스포츠 분야 심리상담업,44,S174499,psychological counseling services in the field of sports
심리평가 및 검사업,44,S174499,psychological assessment and examination services
심리학적 프로파일 작성업,44,S174499,preparation of psychological profiles
안경 맞춤업,44,S174499,fitting of eyeglasses
콘택트렌즈 맞춤업,44,S174499,fitting of contact lenses
통합 심리학 관련 상담업,44,S174499,consultancy relating to integral psychology
개별 및 집단 심리상담업,44,S174499,individual and group psychology services
스포츠 분야 심리상담업,44,S174499,psychological counselling services in the field of sports
심리 및 라이프스타일 상담업,44,S174499,psychological and lifestyle counselling
심리관리업,44,S174499,psychological care
심리보고서 작성업,44,S174499,preparation of psychological reports
심리사회 관리업,44,S174499,psychosocial care
심리상담사업,44,S174499,psychological counselling of staff
심리요법가 서비스업,44,S120503,services of a psychotherapist
심리자문업,44,S174499,provision of psychological advice
심리적 리스크 평가 및 행동수정 및 스트레스 관리 관련 정보제공업,44,S174499,provision of psychological risk assessment services and information relating to behavioural modification and stress management
심리진단업,44,S174499,psychological diagnosis services
심리평가 및 검사 진행업,44,S174499,conducting of psychological assessments and examinations
장애인용 보조동물 제공업,44,S174499,providing service animals to individuals with disabilities
무용 치료를 통한 심리상담업,44,S174499,psychological counseling through dance therapy
선글라스 임대업,44,S174499,rental of sunglasses
안경 임대업,44,S174499,rental of spectacles
안경 임대업,44,S174499,rental of eyeglasses
진단 및 치료용 병리검사업,44,S120503,pathological testing for diagnostic or treatment purposes
청력검사업,44,S120503,hearing test services
상업낚시서비스업,44,S120103,commercial fishing services
수의과 실험실에서 제공하는 진단 및 치료 목적의 수의과적 분석업,44,S120504,veterinary analysis services for diagnostic and treatment purposes provided by veterinary laboratories
진단 및 치료 목적의 의료 검사업,44,S120503,medical testing for diagnostic and treatment purposes
페이셜 치료업,44,S128302,facial treatment services
근접 방사선 치료 서비스업,44,S120503,brachytherapy services
마사지 치료서비스업,44,S120503,massage therapy services
모발 이식 수술업,44,S120503,hair transplant surgery
악안면 수술서비스업,44,S120503,maxillofacial surgery services
뇌-컴퓨터 인터페이스 수술업,44,S120503,brain-computer interface surgery
체리 재배 서비스업,44,S120102,cherry cultivation services
유실수 재배 관련 상담업,44,S120102,fruit tree cultivation consultation
치내요법 서비스업,44,S120502,endodontic services
화훼 분야 상담업,44,S120102,consulting in the field of flower planting
퀴노아 재배 분야의 상담업,44,S120102,consulting in the field of quinoa cultivation
유실수 재배업,44,S120102,fruit tree cultivation services
체리 재배 상담업,44,S120102,cherry cultivation consultation
감귤 재배 상담업,44,S120102,citrus cultivation consultation
감귤 재배 서비스업,44,S120102,citrus cultivation services
이동식 애완동물 발톱 관리 서비스업,44,S174403,mobile pet nail care services
애완동물 손톱 관리 서비스업,44,S174403,pet nail care services
미용 눈썹 관리 서비스업,44,S128302,cosmetic eyebrow care services
미용 문신 서비스업,44,S128302,cosmetic tattooing services
애완동물을 위한 영양 상담업,44,S120504,nutritional consultancy for pets
반려견 보조 치료 서비스업,44,S120504,canine-assisted therapy services
애완동물 건강 검진 서비스업,44,S120504,pet physical examination services
의료 실험실에서 제공하는 진단 및 치료 목적의 의학적 분석용 혈액 검사업,44,S120503,blood testing being medical analysis services for diagnostic and treatment purposes provided by medical laboratories
의료 목적의 체성분 분석서비스업,44,S120503,body composition analysis services for medical purposes
의료목적의 독물학적 검사업,44,S120503,toxicology testing for medical purposes
정형외과 분야의 의료서비스업,44,S120503,medical services in the field of orthopaedics
의료용 초음파 영상서비스업,44,S120503,medical ultrasound imaging services
영양 치료업,44,S120503,nutritional therapy services
토질개량제 살포업,44,S120102,spreading of soil amendments
의료 목적의 심리 분석업,44,S120503,psychological analysis for medical purposes
의료 목적의 노인심리상담업,44,S120503,psychological counseling for the elderly for medical purposes
인공지능을 이용한 작물 농장업,44,S120102,"farming (crops), using artificial intelligence (AI)"
의료 목적의 심리진단업,44,S120503,psychological diagnosis services for medical purposes
의료 목적의 심리평가 및 검사업,44,S120503,psychological assessment and examination services for medical purposes
의료 목적의 심리상담업,44,S120503,psychological counseling for medical purposes
애완동물 호스피스 서비스업,44,S120504,pet hospice services
의료용 초음파 이미지 장치 임대업,44,S120503,rental of ultrasonic imaging apparatus for medical purposes
인터넷을 통한 소셜 네트워킹 서비스업,45,"S0601,S123301,S174599",internet-based social networking services
온라인 소셜 네트워킹 서비스업,45,"S0601,S123301,S174599",online social networking services
내려받기 가능한 이동통신 애플리케이션 수단에 의해 접근 가능한 온라인 소셜 네트워킹 서비스업,45,"S0601,S123301,S174599",online social networking services accessible by means of downloadable mobile applications
온라인 소셜 네트워킹 서비스업,45,"S0601,S123301,S174599",on-line social networking services
계약협상 관련 법률대행서비스업,45,S120402,legal services in relation to the negotiation of contracts for others
만화캐릭터 라이선싱업,45,S120402,cartoon character licensing
법 집행업,45,S120402,law enforcement
법률적 양도업,45,S120402,legal conveyancing
법적절차제공업,45,S120402,legal process serving
영화/텔레비전/비디오 제작 권리 라이선싱업(법률서비스),45,S120402,"licensing of rights to films, television and video productions [legal services]"
영화/텔레비전/비디오/음악/이미지 라이선싱업(법률서비스),45,S120402,"film, television, video, music and image licensing [legal services]"
영화/텔레비전/연극/음악 제작물 저작권 보호/이용 관련 법률서비스업,45,S120402,"legal services relating to the protection and exploitation of copyright for film, television, theater and music productions"
영화저작권 이용 관련 법률서비스업,45,S120402,legal services relating to the exploitation of film copyright
오디오제작물 관련 권리 라이선싱업(법률서비스),45,S120402,licensing of rights relating to audio productions [legal services]
온라인 검색가능 데이터베이스를 통한 특허 애플리케이션 분야 정보제공업,45,S120402,providing information in the field of patent applications via an on-line searchable database
온라인 쌍방향 데이터베이스로부터 법적정보제공업,45,S120402,providing legal information from an on-line interactive database
지식재산권 및 저작권 라이선싱업,45,S120402,licensing of intellectual property and copyright
지식재산권 분야 법률 및 판례조사업,45,S120402,legal and judicial research services in the field of intellectual property
컴퓨터 소프트웨어 라이선싱 관련 상담업,45,S120402,consultancy relating to the licensing of computer software
컴퓨터 소프트웨어 및 산업재산권 라이선싱업(법률서비스),45,S120402,licensing of computer software and industrial property rights [legal services]
컴퓨터 지원식 소송지원업,45,S120402,computer assisted litigation support
컴퓨터 프로그램 라이선싱업(법률서비스),45,S120402,licensing of computer programs [legal services]
텔레비전/비디오/라디오프로그램/제작물/포맷 관련 권리 라이선싱업(법률서비스),45,S120402,"licensing of rights relating to television, video and radio programs, productions and formats [legal services]"
텔레비전 광고/텔레비전 연예오락/스포츠 관련 법률상담업,45,S120402,"legal consultancy relating to television advertising, television entertainment and sports"
텔레비전 제작물 관련 권리 라이선싱업(법률서비스),45,S120402,licensing of rights relating to television productions [legal services]
특허 라이선싱 관련 상담업,45,S120402,consultancy relating to patent licensing
특허 및 산업재산 상담업,45,S120402,patent and industrial property consultancy
특허 및 특허 애플리케이션 라이선싱업(법률서비스),45,S120402,licensing of patents and patent applications [legal services]
특허 및 특허애플리케이션 분야 지식재산권 상담업,45,S120402,intellectual property consultancy services in the field of patents and patent applications
특허 보호 관련 상담업,45,S120402,consultancy relating to patent protection
특허 애플리케이션 라이선싱업(법률서비스),45,S120402,licensing of patent applications [legal services]
특허 이용 관련 법률서비스업,45,S120402,legal services relating to the exploitation of patents
프랜차이즈 콘셉트 라이선싱업(법률서비스),45,S120402,licensing of franchise concepts [legal services]
프랜차이징 관련 법률자문업,45,S120402,legal advice relating to franchising
프랜차이징 법률 사안 관련 상담업,45,S120402,consultancy services relating to the legal aspects of franchising
프로보노 법무서비스업,45,S120402,pro bono legal services
웹사이트로부터 특허 및 특허 애플리케이션 관련 정보제공업,45,S120402,providing information about patents and patent applications from a web site
웹사이트로부터의 사생활/보안/데이터 관리법 개발 관련 정보제공업,45,S120402,"providing information on the development of privacy, security and data governance law from a web site"
웹사이트를 통한 법률서비스 관련 정보제공업,45,S120402,providing information about legal services via a web site
음악라이선싱업(법률서비스),45,S120402,music licensing services [legal services]
음악출판 관련 라이선싱업(법률서비스),45,S120402,licensing services relating to music publishing [legal services]
인권 분야 법률보고서 작성업,45,S120402,preparation of legal reports in the field of human rights
인쇄물 라이선싱업(법률서비스),45,S120402,licensing of printed matter [legal services]
인쇄물용 저작권 이용 관련 법률서비스업,45,S120402,legal services relating to the exploitation of copyright for printed matter
저작권 라이선싱 관련 법률서비스업,45,S120402,legal services relating to copyright licensing
저작권 라이선싱 관련 상담업,45,S120402,consultancy relating to copyright licensing
저작권 라이선싱대행 관련 정보제공업,45,S120402,providing information relating to copyright licensing agencies
저작권 및 부수적 저작권 관리/이용 관련 법률서비스업,45,S120402,legal services relating to the management and exploitation of copyright and ancillary copyright
저작권 보호 관련 상담업,45,S120402,consultancy relating to copyright protection
저작권 분야 지식재산권 라이선싱업(법률서비스),45,S120402,licensing of intellectual property in the field of copyrights [legal services]
저작권라이선싱 대행업,45,S120402,copyright licensing agency services
전문가 법적 의견 제공업,45,S120402,provision of expert legal opinions
제품제작 관련 라이선싱업(법률서비스),45,S120402,licensing services relating to the manufacture of goods [legal services]
법적사안 관련 전문가 상담업,45,S120402,expert consultancy relating to legal issues
법적절차 중재업,45,S120402,mediation in legal procedures
변호사용 법률문서작성 및 연구조사업,45,S120402,legal document preparation and research services for attorneys
보험사/보험중개사/산업회사용 클레임관리 관련 법률서비스업,45,S120402,"legal services relating to claims management for insurance companies, insurance brokers and industrial enterprises"
부동산거래 관련 법률연구조사업,45,S120402,legal research relating to real estate transactions
부패방지법 및 규정 준수용 기준 및 관례 평가업,45,S120402,reviewing standards and practices to assure compliance with anti-corruption laws and regulations
분쟁해결업,45,S120402,dispute resolution services
비디오제작물 관련 권리 라이선싱업(법률서비스),45,S120402,licensing of rights relating to video productions [legal services]
비영리조직용 지식재산권 상담업,45,S120402,intellectual property consultancy services for non-profit organizations
사진 및 투명화 복제권 임대업(법률서비스),45,S120402,leasing reproduction rights of photographs and transparencies to others [legal services]
사진사용 관련 권리 라이선싱업(법률서비스),45,S120402,licensing of rights relating to the use of photographs [legal services]
산업디자인 보호 관련 상담업,45,S120402,consultancy relating to the protection of industrial designs
산업재산권 관련 소송용 법률서비스업,45,S120402,legal services for procedures relating to industrial property rights
산업재산권 라이선싱업,45,S120402,licensing of industrial property rights
산업재산권 및 저작권 관리대행업,45,S120402,management of industrial property rights and copyright for others
산업재산권 및 저작권 관리업,45,S120402,management of industrial property rights and copyright
산업재산권 및 저작권 라이선싱업(법률서비스),45,S120402,licensing of industrial property rights and copyright [legal services]
산업재산권 및 저작권 이용 관련 법률서비스업,45,S120402,legal services relating to the exploitation of industrial property rights and copyright
산업재산권 및 저작권용 라이선싱 제공대행업,45,S120402,granting of licenses to others for the use of industrial property rights and copyright
개인법률사건 관련 상담업,45,S120402,consultancy relating to personal legal affairs
계약서작성 관련 법률지원업,45,S120402,legal assistance in the drawing up of contracts
공공기록물 관련 문서등록업(법률서비스),45,S120402,registration of documents on official public records [legal services]
공연 권리 관련 라이선싱업(법률서비스),45,S120402,licensing services relating to performance rights [legal services]
공증인업,45,S120402,notary public services
광고슬로건 및 만화캐릭터 라이선싱업(법률서비스),45,S120402,licensing of advertising slogans and cartoon characters [legal services]
글로벌 컴퓨터 네트워크상의 사용자 신원확인용 도메인명의 등록업(법률서비스),45,S120402,registration of domain names for identification of users on a global computer network [legal services]
기업설립 및 등록 관련 법률서비스업,45,S120402,legal services relating to company formation and registration
기업합병 관련 법률연구조사업,45,S120402,legal research relating to business mergers
노동안전 관련 규정상담업,45,S120402,consultancy relating to regulations for safety at work
대학 및 연구기관용 지식재산권 상담업,45,S120402,intellectual property consultancy services for universities and research institutions
데이터베이스 라이선싱업(법률서비스),45,S120402,licensing of databases [legal services]
도메인명의 등록 관련 상담업,45,S120402,consultancy relating to the registration of domain names
등록된 디자인 라이선싱업(법률서비스),45,S120402,licensing of registered designs [legal services]
라디오 및 텔레비전프로그램 라이선싱업(법률서비스),45,S120402,licensing of radio and television programs [legal services]
라이선스권 관리/제어/허락 관련 법률서비스업,45,S120402,"legal services relating to the management, control and granting of license rights"
라이선싱에 의한 산업재산권 및 저작권 이용업(법률서비스),45,S120402,exploitation of industrial property rights and copyright by licensing [legal services]
라이선싱을 이용한 산업재산권 및 저작권 관리/이용 대행업(법률서비스),45,S120402,management and exploitation of industrial property rights and copyright by licensing for others [legal services]
만화캐릭터 라이선싱업(법률서비스),45,S120402,cartoon character licensing [legal services]
머천다이징 분야 부수적 권리 이용 관련 법률서비스업,45,S120402,legal services relating to the exploitation of ancillary rights in the field of merchandising
발명가용 지식재산권 상담업,45,S120402,intellectual property consultancy services for inventors
중재/중재전 법률적 분쟁 및 분쟁해결중재 대리 및 보조업,45,S120402,"representation and assistance in legal disputes before arbitration, mediation, and alternative dispute resolution bodies"
지리적 표시 보호 관련 상담업,45,S120402,consultancy relating to the protection of geographical indications
지식 및 산업재산권에 관한 정보제공업,45,S120402,providing information about intellectual and industrial property rights
지식재산권 관련 계약 협상/작성 관련 법률서비스업,45,S120402,legal services relating to the negotiation and drafting of contracts relating to intellectual property rights
지식재산권 관련 법률연구조사업,45,S120402,legal research relating to intellectual property rights
지식재산권 관리 관련 상담업,45,S120402,consultancy relating to intellectual property management
지식재산권 라이선싱 관련 상담업,45,S120402,consultancy relating to the licensing of intellectual property
지식재산권 및 관련 권리 관련 소송 및 사법절차 자문/대리/보조업,45,S120402,"advice, representation and assistance in litigation and judicial procedures relating to intellectual property and associated rights"
산업재산권 정보제공업,45,S120402,providing information on industrial property rights
상표 등록 관련 법률서비스업,45,S120402,legal services relating to the registration of trademarks
상표 라이선싱업(법률서비스),45,S120402,licensing of trademarks [legal services]
상표 모니터링업(법률서비스),45,S120402,trademark monitoring [legal services]
상표 보호 관련 상담업,45,S120402,consultancy relating to trademark protection
상표 분야 지식재산권 라이선싱업(법률서비스),45,S120402,licensing of intellectual property in the field of trademarks [legal services]
상표에 관한 절차 대리업,45,S120402,trademark agent services
세법 분야의 법률상담업,45,S120402,legal consultation in the field of taxation
소송 또는 기타 법률사인 관련 법적 절차 관련 정보제공업,45,S120402,providing information on legal procedures relating to lawsuits or other legal issues
소송자문업,45,S120402,litigation advice
송신권 이용 관련 법률서비스업,45,S120402,legal services relating to the exploitation of transmission rights
신품종 보호 관련 상담업,45,S120402,consultancy relating to the protection of new plant varieties
양도업(법률서비스),45,S120402,conveyancing services [legal services]
연구 및 개발 라이선싱업(법률서비스),45,S120402,licensing of research and development [legal services]
영화 관련 권리 라이선싱업(법률서비스),45,S120402,licensing of rights relating to films [legal services]
영화/텔레비전/비디오 라이선싱업(법률서비스),45,S120402,"film, television and video licensing [legal services]"
상표 라이선싱업,45,S120402,licensing of trademarks
아동보호 분야 법률서비스업,45,S120402,legal services in the field of child protection
경제 정책 분야의 법률연구조사업,45,S120402,legal research in the field of economic policy
공공 정책 분야의 법률연구조사업,45,S120402,legal research in the field of public policy
법적 타당성 조사 수행업,45,S120402,conducting legal feasibility studies
상표 모니터링 형태의 법률서비스업,45,S120402,legal services in the nature of trademark monitoring
특허 애플리케이션 라이선싱업,45,S120402,licensing of patent applications
환경보호에 관한 법률연구조사업,45,S120402,legal research in the field of environmental protection
음악 작업물 라이선싱업,45,S120402,licensing of musical works
인터넷 도메인명의 임대업,45,S120402,rental of internet domain names
저작권라이선싱업,45,S120402,copyright licensing
컴퓨터 프로그램 라이선싱업,45,S120402,licensing of computer programs
법률 작성업,45,S120402,legal drafting
웹사이트를 통한 법률서비스 관련 정보제공업,45,S120402,providing information about legal services via a website
이민 분야 법률서비스업,45,S120402,legal services in the field of immigration
중재서비스업,45,S120402,arbitration
컴퓨터 소프트웨어 라이선싱 관련 상담업,45,S120402,consultancy relating to computer software licensing
법률상담업,45,S120402,legal consultation services
법률적 변호서비스업,45,S120402,legal advocacy services
법률정보제공업,45,S120402,providing information in the field of law
인터넷 도메인명의 임대업,45,S120402,leasing of internet domain names
방송권 이용 관련 법률서비스업,45,S120402,legal services relating to the exploitation of broadcasting rights
법 및 규정 준수용 기준 및 관례 평가업,45,S120402,reviewing standards and practices to assure compliance with laws and regulations
법 분야 온라인 정보제공업,45,S120402,providing on-line information in the field of law
법률자문 및 법무대리업,45,S120402,legal advice and representation
법률자문용 산업재산권 모니터링업,45,S120402,monitoring industrial property rights for legal advisory purposes
법률조사업,45,S120402,legal investigation services
법률지원업,45,S120402,legal support services
법원속기업(법률서비스),45,S120402,court reporting [legal services]
법적문제 관련 정보제공/자문/상담업,45,S120402,"information, advisory and consultancy services relating to legal matters"
범죄예방 상담서비스업,45,S120402,crime prevention consultancy services
법률사건에 관한 정보서비스업,45,S120402,information services relating to legal matters
법률정보조사서비스업,45,S120402,legal information research services
법률중재서비스업,45,S120402,legal mediation services
법정변호사 서비스업,45,S120402,barrister services
법률적 감시서비스업,45,S120402,legal watching services
소프트웨어출판 기반의 라이선싱업(법률서비스),45,S120402,licensing [legal services] in the framework of software publishing
입찰 모임 응답용 법률 자문업,45,S120402,legal advice in responding to calls for tenders
제안 요청에 따른 법률 자문업,45,S120402,legal advice in responding to requests for proposals [RFPs]
제조 규격에 관한 정보제공업,45,S120402,information services relating to manufacturing standards
준법률가 서비스업,45,S120402,paralegal services
지식재산 취득에 관한 법률서비스업,45,S120402,legal services relating to the acquisition of intellectual property
규제업무에 관한 자문서비스업,45,S120402,advisory services relating to regulatory affairs
법률과 관련된 등록서비스업,45,S120402,registration services (legal)
소비자권리에 관한 자문서비스업(법률서비스),45,S120402,advisory services relating to consumers rights [legal advice]
전문가 증인서비스업,45,S120402,Expert witness services
지식재산서비스업,45,S120402,intellectual property services
지식재산에 관한 조사업,45,S120402,investigations in relation to intellectual property
법률서비스 제공 주선업,45,S120402,arranging for the provision of legal services
법률서비스에 관한 정보제공업,45,S120402,provision of information relating to legal services
법률에 관한 자문서비스업,45,S120402,advisory services relating to the law
법률정보 편집업,45,S120402,compilation of legal information
부부생활 분쟁을 위한 중재서비스업,45,S120402,mediation services for marital disputes
비즈니스에 관한 법률서비스업,45,S120402,legal services relating to business
사무변호사 서비스업,45,S120402,solicitors' services
저작권 라이선싱에 관한 전문가 자문서비스업,45,S120402,copyright (Professional advisory services relating to licensing of -)
규제 준수를 위한 감사업,45,S120402,regulatory compliance auditing
법률 준수를 위한 감사업,45,S120402,legal compliance auditing
특허매핑 관련 법률상담업,45,S120402,legal consultancy relating to patent mapping
노동 중재서비스업,45,S120402,labour arbitration
거래표준에 관한 정보서비스업,45,S120402,information services relating to trading standards
규정 준비업,45,S120402,preparation of regulations
기준의 준비에 관한 자문서비스업,45,S120402,advisory services relating to the preparation of standards
양도증서 작성업,45,S120402,conveyancing
유언 집행업,45,S120402,enforcement of testaments
음악쇼 라이선싱업,45,S120402,licensing of musical shows
음악제작에 관한 라이선싱 서비스업,45,S120402,licensing services relating to music publishing
인권에 관한 이슈 정보제공업,45,S120402,providing information on issues concerning human rights
재판 정보제공업,45,S120402,provision of judicial information
저작권에 관한 자문서비스업,45,S120402,advisory services relating to copyright
지식재산 라이선싱에 관한 자문서비스업,45,S120402,advisory services relating to intellectual property licensing
지식재산 보호에 관한 자문서비스업,45,S120402,advisory services relating to intellectual property protection
지식재산관리업,45,S120402,management of intellectual property
지식재산권에 관한 법률서비스업,45,S120402,legal services relating to intellectual property rights
지식재산권에 관한 전문가 자문 서비스업,45,S120402,professional advisory services relating to intellectual property rights
컴퓨터 게임 라이선싱업,45,S120402,licensing of computer games
컴퓨터 라이선싱업,45,S120402,computer licensing
케이블 텔레비전프로그램 복제에 관한 라이선싱 승인업,45,S120402,granting of licenses relating to the copying of cable television programmes
특허 라이선싱업,45,S120402,licensing of patents
특허에 관한 자문서비스업,45,S120402,advisory services relating to patents
대체적 분쟁해결 서비스업(법률서비스),45,S120402,alternative dispute resolution services [legal services]
도메인명의 자문서비스업,45,S120402,domain name advisory services
등록된 디자인 라이선싱업,45,S120402,"designs (Registered, licensing of -)"
등록된 디자인 서류정리업,45,S120402,"designs (Registered, filing of -)"
라이선싱 권한서비스업,45,S120402,licensing authority services
무선통신시스템 라이선싱업,45,S120402,licensing of wireless communication system
방송 텔레비전프로그램 복제에 관한 라이선싱 승인업,45,S120402,granting of licenses relating to the copying of broadcast television programmes
소비자권리에 관한 정보서비스업,45,S120402,information services relating to consumer rights
저작권 침해에 관한 전문가 자문서비스업,45,S120402,copyright (Professional advisory services relating to infringement of -)
저작권에 관한 전문가 자문서비스업,45,S120402,copyright (Professional advisory services relating to -)
범죄수사를 위한 범죄과학적 자문업,45,S120402,forensic advice for criminal investigations
도메인명의 등록업(법률서비스),45,S120402,registration of domain names [legal services]
인터넷상의 사용자 식별용 도메인명의 등록업(법률서비스),45,S120402,registration of domain names for identification of users on a global computer network [legal service]
지식재산권 기술이전업,45,S120402,licensing of technology in the field of intellectual property rights
칭호검색업,45,S120402,title searching
상표정보검색조사업,45,S120402,trademark information retrieval research
상표감시서비스업,45,S120402,trademark watch services
유언에 관한 법무서비스업,45,S120402,legal services relating to wills
캐릭터저작권 라이선싱업,45,S120402,licensing of character copyright
컴퓨터 소프트웨어 라이선싱업 (법률서비스),45,S120402,licensing of computer software [legal services]
저작권라이선싱업,45,S120402,licensing of copyright
디자인 라이선싱업,45,S120402,licensing of design
디지털 데이터 라이선싱업,45,S120402,licensing of digital data
지식재산권 라이선싱업,45,S120402,licensing of intellectual property
지식재산권 라이선싱업(법률서비스),45,S120402,licensing of intellectual property [legal services]
기술라이선싱업,45,S120402,licensing of technology
소송상담업,45,S120402,litigation consultancy
소송업,45,S120402,litigation services
소송서비스업(변호사업),45,S120402,litigation services [services of a lawyer]
소송지원업,45,S120402,litigation support services
캐릭터 저작권 관리업,45,S120402,management of character copyright
지식재산권관리업,45,S120402,management of intellectual property rights
특허관리업,45,S120402,management of patents
상표 관리업,45,S120402,management of trademarks
법률자문목적의 지식재산권 감시업,45,S120402,monitoring intellectual property rights for legal advisory purposes
변리업,45,S120402,patent attorney services
특허권라이선싱업,45,S120402,patent licensing
프랜차이즈 관련 전문법률상담업,45,S120402,professional legal consultations relating to franchising
지식재산권보호업,45,S120402,protection of intellectual property rights
지식재산권 분야 정보제공업,45,S120402,providing information in the field of intellectual property
법률사건 관련 정보제공업,45,S120402,providing information relating to legal affairs
특허정보제공업,45,S120402,provision of patent information
지식재산권관련 정보제공업,45,S120402,provision of the information related to intellectual property rights
행정사 서비스업,45,S120402,administrative scrivener services
지식재산권 관련 자문업,45,S120402,advisory services relating to intellectual property rights
대체적 분쟁해결 서비스업,45,S120402,alternative dispute resolution services
중재서비스업,45,S120402,arbitration services
노사관계 중재서비스업,45,S120402,arbitration services relating to industrial relations
변호업,45,S120402,attorney services
캐릭터 저작권 중개업,45,S120402,brokerage of character copyright
공인노무업,45,S120402,certified public labor attorney services
캐릭터 저작권 보호업,45,S120402,character copyright protection
캐릭터 라이선싱업,45,S120402,character licensing
산업재산권상담업,45,S120402,consultancy services relating to industrial property
지식재산권컨설팅업,45,S120402,consultancy services relating to intellectual property rights
저작권관리업,45,S120402,copyright management
저작권관리상담업,45,S120402,copyright management consultation
이혼중재서비스업,45,S120402,divorce mediation services
사기 및 도난방지용 감시비디오 법의학 분석업,45,S120402,forensic analysis of surveillance video for fraud and theft prevention purposes
산업재산권관리업,45,S120402,management of industrial property rights
지식재산권상담업,45,S120402,intellectual property consultancy
지식재산권 감시서비스업,45,S120402,intellectual property watching services
라이선스 관련 법률서비스업,45,S120402,legal services relating to licences
법률자문업,45,S120402,legal advice
법률상담업,45,S120402,legal consultancy services
유언에 관한 법률상담업,45,S120402,legal consultancy services relating to wills
공탁업무대행업,45,S120402,legal deposit agencies
법률 서류 준비업,45,S120402,legal document preparation services
법률정보제공업,45,S120402,legal information services
법률연구조사업,45,S120402,legal research
법무서비스업,45,S120402,legal services
건축도안 라이선싱대행업(법률서비스),45,S120402,licensing of architectural drawings to others [legal services]
데이터 보안 분야의 법률서비스업,45,S120402,legal services in the field of data security
디자인 특허 라이선싱업,45,S120402,licensing of design patents
법률보고서 준비업,45,S120402,preparation of legal reports
산업재산권보호업,45,S120402,protection of industrial property rights
산업재산권침해 관련 자문업,45,S120402,advisory services relating to infringement of industrial property
상표 라이선싱 관련 상담업,45,S120402,consultancy relating to trademark licensing
선행기술 조사 및 검색업,45,S120402,prior art survey and search services
소송 관련 법률서비스업,45,S120402,legal services provided in relation to lawsuits
영화/텔레비전/비디오/음악제작 관련 부수적 권리 이용 관련 법률 서비스업,45,S120402,"legal services relating to the exploitation of ancillary rights relating to film, television, video and music productions"
저작권보호업,45,S120402,copyright protection
저작권침해 관련 자문업,45,S120402,advisory services relating to infringement of copyright
중재서비스업(법률서비스),45,S120402,mediation
중재서비스업(법률서비스),45,S120402,mediation [legal services]
지식재산권 및 저작권 관리 관련 상담업,45,S120402,consultancy relating to the management of intellectual property and copyright
